customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00721,Female,1,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.87,76.98,No
CUST-00722,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,62.62,64.93,Yes
CUST-00723,Female,0,No,No,3,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),39.06,114.37,No
CUST-00724,Male,0,Yes,No,21,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),46.87,977.39,No
CUST-00725,Male,0,Yes,Yes,13,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,31.96,415.56,No
CUST-00726,Male,0,No,No,61,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),42.29,2584.93,No
CUST-00727,Male,0,Yes,No,13,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,48.6,632.53,No
CUST-00728,Male,0,No,Yes,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,61.78,2044.38,No
CUST-00729,Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,65.13,397.53,No
CUST-00730,Female,0,Yes,No,25,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,38.52,972.13,Yes
CUST-00731,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),56.38,1300.45,Yes
CUST-00732,Male,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,70.6,1843.25,Yes
CUST-00733,Male,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),58.3,238.34,No
CUST-00734,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),41.24,1434.54,No
CUST-00735,Female,0,Yes,No,25,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,47.07,1185.15,No
CUST-00736,Male,0,No,Yes,20,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),49.51,991.83,No
CUST-00737,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.52,57.62,No
CUST-00738,Male,1,Yes,Yes,68,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,50.94,3468.46,No
CUST-00739,Male,1,No,No,23,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,54.57,1249.07,No
CUST-00740,Female,0,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.8,546.43,Yes
CUST-00741,Male,1,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,64.75,4013.04,No
CUST-00742,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.92,28.21,Yes
CUST-00743,Female,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.17,1783.15,No
CUST-00744,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,74.11,5040.62,Yes
CUST-00745,Male,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),51.83,988.44,Yes
CUST-00746,Female,0,No,No,30,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),39.21,1170.04,No
CUST-00747,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),42.0,39.23,No
CUST-00748,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.73,1378.63,Yes
CUST-00749,Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,63.38,1193.62,Yes
CUST-00750,Female,0,No,No,52,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),40.28,2092.82,No
CUST-00751,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.43,670.45,No
CUST-00752,Male,0,No,No,50,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,40.37,2016.86,No
CUST-00753,Female,0,Yes,Yes,66,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,70.57,4655.11,No
CUST-00754,Female,0,No,No,6,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),38.32,230.18,Yes
CUST-00755,Female,0,Yes,Yes,64,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.34,3863.66,No
CUST-00756,Female,1,Yes,No,21,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,51.72,1087.1,Yes
CUST-00757,Female,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,64.9,1239.36,Yes
CUST-00758,Male,0,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.13,893.91,No
CUST-00759,Male,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,66.74,4189.26,No
CUST-00760,Male,0,Yes,No,29,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),42.96,1256.11,No
CUST-00761,Female,0,No,No,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.18,1633.74,No
CUST-00762,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,63.92,2170.2,Yes
CUST-00763,Male,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,67.75,60.98,Yes
CUST-00764,Female,0,No,No,48,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,55.98,2687.28,No
CUST-00765,Male,0,Yes,No,21,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,40.67,847.82,No
CUST-00766,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,44.95,1515.45,Yes
CUST-00767,Male,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),56.92,1480.14,No
CUST-00768,Female,0,Yes,Yes,36,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),37.12,1334.49,No
CUST-00769,Female,0,Yes,No,23,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),46.75,1073.27,No
CUST-00770,Male,0,Yes,No,47,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,49.71,2337.0,No
CUST-00771,Male,0,Yes,No,44,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),42.85,1890.97,No
CUST-00772,Male,0,No,No,20,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,44.78,891.99,No
CUST-00773,Male,0,No,No,27,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,53.1,1433.6,Yes
CUST-00774,Female,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,35.21,2141.99,No
CUST-00775,Female,1,No,Yes,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,53.38,1973.38,No
CUST-00776,Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,64.79,3361.54,Yes
CUST-00777,Male,1,No,Yes,62,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),47.31,2942.47,No
CUST-00778,Female,0,No,No,66,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,45.18,2974.66,No
CUST-00779,Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),68.11,1633.46,Yes
CUST-00780,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,44.72,526.41,No
CUST-00781,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.98,469.5,No
CUST-00782,Male,0,No,No,36,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,45.01,1618.4,No
CUST-00783,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),59.98,123.33,No
CUST-00784,Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,71.1,4402.88,No
CUST-00785,Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.63,2209.37,No
CUST-00786,Male,0,No,No,29,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,61.66,1791.83,No
CUST-00787,Male,1,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.97,839.37,No
CUST-00788,Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,60.06,898.36,No
CUST-00789,Female,0,No,No,55,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,62.0,3414.32,Yes
CUST-00790,Male,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.97,1058.92,No
CUST-00791,Female,0,No,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),53.04,2748.63,No
CUST-00792,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.8,473.8,Yes
CUST-00793,Male,1,Yes,No,38,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,43.88,1680.37,No
CUST-00794,Female,0,Yes,Yes,3,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,44.08,131.94,Yes
CUST-00795,Male,0,Yes,No,54,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,62.56,3376.64,No
CUST-00796,Male,0,No,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,55.46,3669.12,No
CUST-00797,Male,0,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),46.28,834.07,No
CUST-00798,Male,0,Yes,No,7,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,52.71,378.59,No
CUST-00799,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),58.0,2022.81,No
CUST-00800,Male,1,No,No,60,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,48.8,2939.98,No
CUST-00801,Male,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.83,769.66,No
CUST-00802,Female,1,No,Yes,39,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,39.37,1525.66,No
CUST-00803,Male,0,No,No,12,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),48.21,573.46,No
CUST-00804,Male,0,No,No,53,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),35.35,1877.34,Yes
CUST-00805,Female,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.12,2048.26,No
CUST-00806,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,51.76,208.23,Yes
CUST-00807,Female,1,No,Yes,5,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,53.49,271.5,Yes
CUST-00808,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.76,982.33,No
CUST-00809,Female,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.04,869.35,Yes
CUST-00810,Male,0,No,Yes,4,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),45.49,184.5,No
CUST-00811,Male,0,No,No,72,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,42.09,3034.05,No
CUST-00812,Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),65.53,3143.86,No
CUST-00813,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),62.63,502.09,No
CUST-00814,Female,0,No,No,46,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,33.84,1553.38,No
CUST-00815,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),64.09,2825.33,No
CUST-00816,Male,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.64,4661.68,No
CUST-00817,Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),61.89,3217.96,No
CUST-00818,Male,0,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),36.72,1254.84,No
CUST-00819,Female,1,No,No,62,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,72.88,4517.86,Yes
CUST-00820,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,61.29,1290.68,Yes
CUST-00821,Male,0,No,No,24,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,48.62,,Yes
CUST-00822,Female,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.58,1036.86,No
CUST-00823,Female,0,No,Yes,41,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,36.28,1486.16,No
CUST-00824,Male,0,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.05,719.79,No
CUST-00825,Female,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,55.08,324.69,No
CUST-00826,Female,0,No,No,56,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,52.04,2919.79,No
CUST-00827,Male,0,No,No,14,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),48.44,680.97,No
CUST-00828,Female,1,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.18,1456.85,No
CUST-00829,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,35.43,1841.43,No
CUST-00830,Female,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.68,33.23,No
CUST-00831,Male,0,No,No,12,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),61.99,741.9,No
CUST-00832,Male,0,No,No,24,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),42.38,1015.01,Yes
CUST-00833,Male,1,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,51.5,1910.77,No
CUST-00834,Female,0,Yes,No,70,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,45.48,3185.97,No
CUST-00835,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),56.06,160.66,No
CUST-00836,Female,0,No,No,27,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,54.17,1461.22,No
CUST-00837,Male,0,No,No,53,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,68.13,3605.91,No
CUST-00838,Male,0,Yes,No,17,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),39.0,659.9,Yes
CUST-00839,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.14,378.36,Yes
CUST-00840,Male,0,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,35.88,1392.64,No
CUST-00841,Male,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,66.17,274.77,No
CUST-00842,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.41,450.5,No
CUST-00843,Male,0,No,Yes,11,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),57.89,641.82,Yes
CUST-00844,Male,0,No,No,12,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,48.16,578.81,No
CUST-00845,Male,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.94,1145.34,No
CUST-00846,Male,0,Yes,No,27,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),43.21,1170.27,No
CUST-00847,Female,0,No,No,44,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,43.16,1892.01,Yes
CUST-00848,Female,0,Yes,No,43,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.56,2430.2,No
CUST-00849,Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,59.14,2900.19,Yes
CUST-00850,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,66.54,2857.1,No
CUST-00851,Male,0,No,No,3,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,29.05,80.73,Yes
CUST-00852,Female,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.11,840.24,No
CUST-00853,Male,1,Yes,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.8,1110.72,Yes
CUST-00854,Male,1,Yes,No,48,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),48.62,2326.68,No
CUST-00855,Male,1,No,No,39,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,67.81,2649.09,No
CUST-00856,Male,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.5,614.96,No
CUST-00857,Male,0,Yes,Yes,20,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,62.58,1255.77,No
CUST-00858,Male,0,No,No,15,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),38.44,575.98,No
CUST-00859,Female,0,Yes,Yes,18,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,51.37,920.08,No
CUST-00860,Male,0,Yes,No,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.5,1529.03,No
CUST-00861,Female,0,Yes,Yes,41,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),63.79,2617.13,No
CUST-00862,Male,0,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),59.69,4119.82,No
CUST-00863,Female,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,61.38,669.53,Yes
CUST-00864,Female,0,Yes,No,56,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,41.69,2343.13,No
CUST-00865,Female,0,Yes,No,18,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),51.02,910.98,Yes
CUST-00866,Male,0,Yes,Yes,12,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),49.0,583.23,No
CUST-00867,Male,1,Yes,No,16,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),45.51,722.44,No
CUST-00868,Female,0,Yes,No,27,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),46.88,1270.97,No
CUST-00869,Male,0,Yes,No,17,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,46.54,791.13,Yes
CUST-00870,Female,1,No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,60.94,1878.41,Yes
CUST-00871,Male,0,Yes,No,35,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,41.36,1444.54,Yes
CUST-00872,Female,0,Yes,No,27,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),60.91,1644.2,Yes
CUST-00873,Female,0,Yes,No,32,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,51.13,1634.01,No
CUST-00874,Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.0,1040.19,No
CUST-00875,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),56.06,621.99,No
CUST-00876,Male,0,No,No,1,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,52.21,53.04,No
CUST-00877,Female,1,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.62,2780.98,Yes
CUST-00878,Female,1,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),63.85,2612.84,No
CUST-00879,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.4,1396.88,No
CUST-00880,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,51.45,3655.36,No
CUST-00881,Male,0,Yes,No,37,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.22,2369.33,Yes
CUST-00882,Female,0,Yes,No,16,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.22,788.97,Yes
CUST-00883,Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.28,2360.41,No
CUST-00884,Female,0,Yes,No,45,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,41.66,1862.64,No
CUST-00885,Female,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,52.82,3379.82,No
CUST-00886,Male,0,Yes,No,47,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,68.3,3216.95,No
CUST-00887,Male,1,No,Yes,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.83,435.41,No
CUST-00888,Female,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.94,761.71,No
CUST-00889,Female,0,No,Yes,49,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,45.65,2241.3,No
CUST-00890,Male,0,Yes,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.39,483.87,No
CUST-00891,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,51.28,3430.17,Yes
CUST-00892,Male,0,No,Yes,39,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,52.91,2059.46,No
CUST-00893,Male,0,No,No,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,33.06,1988.5,No
CUST-00894,Male,0,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,67.66,743.29,No
